,index,title,specific_color,type2,specific_type,color,tipo_marca,stock,envios,ventas,satisfaction,tasa_mercado,interest,season,disponibilidad,marca,feature_name,feature_value,variant_id,nivel_prenda
3933,3934,Sclilly Pant solid ,black,Pant,pant,black,MAINSTREAM,2.0,955.0,458.8571428571428,0.4687615062520329,0.0081231659082209,0.2709525547065366,9,proximamente,MAINSTREAM,composition,false,6d22e1db-21e6-4b74-a7d5-03ecade959ce,Nivel 1
3934,3935,Sclilly Pant solid ,blue_dark,Pant,pant,blue,MAINSTREAM,1.5714285714285714,955.0,458.8571428571428,0.4974545229118447,0.0081231659082209,0.2900300463388544,9,proximamente,MAINSTREAM,composition,false,05c989bd-9f56-43ac-9c2a-7f7c9f699e9b,Nivel 1
3939,3940,Sclora Jacket solid,beige,Jacket,jacket,beige,MAINSTREAM,1.0,806.5,256.6666666666667,0.339178701152868,0.0068600348743248,0.2079472487289139,9,disponible,MAINSTREAM,application,false,01e56cc0-1a13-4968-85b7-3c1ede60a38a,Nivel 3
3940,3941,Sclora Jacket solid,blue_dark,Jacket,jacket,blue,MAINSTREAM,25.83333333333333,179.66666666666666,55.0,0.3091269841269841,0.0015282326089113,0.2322272962474658,9,disponible,MAINSTREAM,application,false,04f3d9fe-3323-4029-a99d-71b39f18c661,Nivel 3
3941,3942,Scmaric Tshirt off,blue_dark,Tshirt,tshirt,blue,MAINSTREAM,0.2,268.4,114.4,0.532829131652661,0.00228299238719,0.4001925968362932,9,proximamente,MAINSTREAM,composition,false,1801a827-00c1-4012-82d4-0b513650ed9e,Nivel 2
3945,3946,Scossa Scarf sew ,blue_dark,Foulard,foulard,blue,OWN_PRODUCTION,24.0,4486.0,1759.0,0.3921087828800713,0.0381576149364181,0.2151331989082447,8,disponible,OWN_PRODUCTION,composition,acrylic,e0a2b3dc-e164-4de6-a07f-4b65d4ca45c5,Nivel 3
3946,3947,Scossa Scarf sew ,gray_light,Foulard,foulard,gray,OWN_PRODUCTION,3.0,7125.0,3167.0,0.4444912280701754,0.0606047718283502,0.2525479999492628,8,disponible,OWN_PRODUCTION,composition,acrylic,180984ae-4f4f-4ff0-98fb-fe7f0a92395d,Nivel 3
3948,3949,Scsalwa Jacket sand,beige,Jacket,jacket,beige,MAINSTREAM,7.2,233.2,70.4,0.2878535353535353,0.0019835835495257,0.2163860474025329,9,disponible,MAINSTREAM,composition,56,03803112-ead9-4959-9570-030d4eb38059,Nivel 3
3949,3950,Scsalwa Jacket sand,blue_dark,Jacket,jacket,blue,MAINSTREAM,18.8,44.0,13.2,0.3,0.0003742610470803,0.2250935652617701,9,disponible,MAINSTREAM,composition,56,261db900-2aad-4381-ab7c-aa5cd3cb23e6,Nivel 3
3950,3951,Scsalwa Jacket sand,khaki,Jacket,jacket,brown,MAINSTREAM,15.4,61.6,26.4,0.45,0.0005239654659124,0.3376309913664781,9,disponible,MAINSTREAM,composition,56,0cc7ec6c-77cc-430f-9a78-91b9713880ed,Nivel 3
3971,3972,Senes Cardigan summer ,black,Sweater,sweater,black,WHOLE_SALE,2.0,5124.0,1869.0,0.3647540983606557,0.043584400119083,0.2041692492398694,7,disponible,WHOLE_SALE,application,false,caef38fd-bc22-421c-90cd-01b6d4281fa8,Nivel 2
3972,3973,Senes Cardigan summer ,blue_dark,Sweater,sweater,blue,WHOLE_SALE,1.0,5762.0,1913.0,0.3320027768136064,0.0490111853017479,0.1905069810576772,7,disponible,WHOLE_SALE,application,false,3fb179c5-a1c9-4e97-a6a8-bb9dc4b6a4bb,Nivel 2
3973,3974,Senes Cardigan summer ,coral,Sweater,sweater,orange,WHOLE_SALE,4.0,6355.0,1847.0,0.2906372934697089,0.0540552035044443,0.1723462484870766,7,disponible,WHOLE_SALE,application,false,3079b2ba-ec37-46c2-9948-84e9d3e694c7,Nivel 2
3974,3975,Senes Cardigan summer ,crimson,Sweater,sweater,red,WHOLE_SALE,5.0,5036.0,1825.0,0.3623907863383638,0.0428358780249223,0.2026133321816431,7,disponible,WHOLE_SALE,application,false,621bc3fa-ad94-4243-8c8b-17f66f13e37d,Nivel 2
3975,3976,Senes Cardigan summer ,green,Sweater,sweater,green,WHOLE_SALE,13.0,4706.0,1605.0,0.3410539736506587,0.0400289201718198,0.1905414469112393,7,disponible,WHOLE_SALE,application,false,cba7a00e-bd4f-444b-9159-d264e406fcf5,Nivel 2
3978,3979,Senes Shirt bambi ,blue_light,Shirt,shirt,blue,WHOLE_SALE,7.5,627.0,242.0,0.3867521367521367,0.0053332199208948,0.2442327457696615,7,disponible,WHOLE_SALE,application,false,7f9a2ecc-6b2b-4200-a2a1-8b7777d1b4b1,Nivel 2
3985,3986,Senes Sweater rainbow ,black,Sweater,sweater,black,WHOLE_SALE,1.0,12073.0,4552.0,0.3770396753085397,0.1026921277591119,0.2398659015338258,7,disponible,WHOLE_SALE,composition,57,eed0335b-3453-46d6-abb6-6b917cdc2d9a,Nivel 2
3987,3988,Senes Sweater rainbow ,blue_dark,Sweater,sweater,blue,WHOLE_SALE,1.0,4332.0,1715.0,0.3958910433979686,0.0368477012716369,0.2163693723348027,7,disponible,WHOLE_SALE,composition,57,8b280339-6ea5-42f8-8a6e-1f8f51dc3aa1,Nivel 2
3988,3989,Senes Sweater rainbow ,blue_light,Sweater,sweater,blue,WHOLE_SALE,6.0,13722.0,5938.0,0.4327357528057134,0.1167184110917364,0.2747270819487249,7,disponible,WHOLE_SALE,composition,57,df3851a3-fa84-45cd-82de-efb1beebeb85,Nivel 2
3990,3991,Senes Sweater rainbow ,gray_light,Sweater,sweater,gray,WHOLE_SALE,2.0,10908.0,4706.0,0.4314264759809314,0.0927827159443712,0.2621045959626513,7,disponible,WHOLE_SALE,composition,57,652683d8-63c9-4a49-8917-6765d99d09e5,Nivel 2
3991,3992,Senes Sweater rainbow ,green,Sweater,sweater,green,WHOLE_SALE,42.0,9742.0,4002.0,0.4107986039827551,0.0828647981967422,0.2468317010897486,7,disponible,WHOLE_SALE,composition,57,da3210a8-c4ad-4ae9-9a00-a56ced16b12d,Nivel 2
3992,3993,Senes Sweater rainbow ,green_light,Sweater,sweater,green,WHOLE_SALE,1.0,11303.0,5058.0,0.4474918163319473,0.096142559435206,0.2718171878835766,7,disponible,WHOLE_SALE,composition,57,890ab84e-fe68-4473-ab53-cf231078e4ed,Nivel 2
3993,3994,Senes Sweater rainbow ,orange,Sweater,sweater,orange,WHOLE_SALE,8.0,2353.0,968.0,0.4113897152571186,0.0200144600859099,0.2157020876715142,7,disponible,WHOLE_SALE,composition,57,cad6f9dd-80cf-49fe-b01d-96746dda61e5,Nivel 2
3994,3995,Senes Sweater rainbow ,pink,Sweater,sweater,pink,WHOLE_SALE,1.0,10732.0,5080.0,0.47335072679836,0.0912856717560498,0.2823181992772049,7,disponible,WHOLE_SALE,composition,57,70be131f-0d5f-4146-940d-098107680886,Nivel 2
3996,3997,Senes Sweater rainbow ,red,Sweater,sweater,red,WHOLE_SALE,2.0,6487.0,2683.0,0.4135964236164637,0.0551779866456853,0.2343872051310745,7,disponible,WHOLE_SALE,composition,57,1fa8be06-5729-4b3a-921c-79ba5b2a5aa3,Nivel 2
3997,3998,Senes Sweater rainbow ,white,Sweater,sweater,white,WHOLE_SALE,3.0,14074.0,6399.0,0.4546681824641182,0.1197124994683791,0.2871903409662487,7,disponible,WHOLE_SALE,composition,57,bc9e2544-8478-427d-8274-268e335f8d32,Nivel 2
4002,4003,Sequim Dress mesh,black,Dress,dress,black,MAINSTREAM,1.1666666666666667,388.6666666666667,110.0,0.2689594356261023,0.0033059725825429,0.1767091543265007,8,disponible,MAINSTREAM,closing,false,1884a5f4-f43e-476c-b6c4-d35b440dda2f,Nivel 1
4008,4009,Sergie Jacket suede ,black,Jacket,jacket,black,WHOLE_SALE,0.3333333333333333,2243.333333333333,740.6666666666666,0.3526075815894578,0.0190816427791718,0.1858446121843148,8,proximamente,WHOLE_SALE,style,47,0ecb1ca6-62dc-40e5-9b50-985ed1444d3a,Nivel 3
4012,4013,Serina Sweater glitter ,grey,Sweater,sweater,gray,MAINSTREAM,4.2,330.0,101.2,0.2866666666666667,0.0028069578531025,0.2157017394632756,8,disponible,MAINSTREAM,composition,54,61243cf3-0d54-470b-a332-8bcb92fb3b89,Nivel 2
4019,4020,Shagnolo Shirt popelin ,black,Shirt,shirt,black,NO_MAINSTREAM,25.2,52.8,17.6,0.0727272727272727,0.0004491132564964,0.0546577328595786,9,disponible,NO_MAINSTREAM,application,44,597c667a-f3ec-4a00-b423-9033f53a198d,Nivel 2
4021,4022,Shamburgo Jeans solid ,black,Jean,jean,black,NO_MAINSTREAM,26.6,26.4,8.8,0.2666666666666666,0.0002245566282482,0.200056139157062,9,disponible,NO_MAINSTREAM,composition,false,3706c2c7-28d7-4671-8c7e-83db18c5f047,Nivel 1
4022,4023,Shamburgo Jeans solid ,blue_dark,Jean,jean,blue,NO_MAINSTREAM,27.8,123.2,39.6,0.2098245614035088,0.0010479309318249,0.1576304037855878,9,disponible,NO_MAINSTREAM,composition,false,018cb2be-7918-479a-ba1d-453eeeebdae4,Nivel 1
4024,4025,Shamburgo Jeans solid ,green_dark,Jean,jean,green,NO_MAINSTREAM,18.2,299.2,132.0,0.284616205828974,0.0025449751201463,0.1936800822384866,9,disponible,NO_MAINSTREAM,composition,false,3428d72a-975b-447e-9bc7-6f4d666db23d,Nivel 1
4025,4026,Shape Pant twill,black,Pant,pant,black,MAINSTREAM,0.25,522.5,198.0,0.3322903872359407,0.004444349934079,0.1928162037198849,7,proximamente,MAINSTREAM,composition,110,19412a0c-8678-4077-bb8a-223717ab0fb1,Nivel 1
4026,4027,Shape Pant twill,blue_dark,Pant,pant,blue,MAINSTREAM,1.25,368.5,192.5,0.3824741669569256,0.0031344362692978,0.2210847402872687,9,proximamente,MAINSTREAM,composition,110,2b251ba4-08c2-438c-a043-d8de22151fce,Nivel 1
4035,4036,Shbasatin Cardigan knit,ecru,Sweater,sweater,brown,NO_MAINSTREAM,0.2,1895.8,761.0,0.3787153496703545,0.0161255475694296,0.1974204486198921,9,proximamente,NO_MAINSTREAM,application,45,281140af-cb38-4aa8-897c-360eac9bbce1,Nivel 2
4036,4037,Shbasatin Cardigan knit,green_dark,Sweater,sweater,green,NO_MAINSTREAM,0.2,1367.8,580.8,0.4397751547445516,0.0116344150044656,0.2506112196127385,9,proximamente,NO_MAINSTREAM,application,45,6b5997ab-b44e-4389-ab9f-be899bc1cf2d,Nivel 2
4037,4038,Sheep Jacket leather,black,Jacket,jacket,black,OWN_PRODUCTION,12.2,0.0,0.0,0.0,0.0,0.0,9,disponible,OWN_PRODUCTION,detail,47,29e5aea1-eb79-4cb9-b143-8d7b00ff5c86,Nivel 3
4038,4039,Sheep Jacket leather,brick,Jacket,jacket,brown,OWN_PRODUCTION,8.6,0.0,0.0,0.0,0.0,0.0,9,disponible,OWN_PRODUCTION,detail,47,2ab6b74a-1451-4688-8b3d-3fb801a7491b,Nivel 3
4039,4040,Sheer Shirt stripe ,blue_dark,Shirt,shirt,blue,NO_MAINSTREAM,3.2,343.2,180.4,0.5643137254901961,0.0029192361672266,0.398089364206534,9,proximamente,NO_MAINSTREAM,application,false,06f91746-5f75-49a0-ae07-977ad7026c9f,Nivel 2
4046,4047,Shibrahi Top knit ,black,Top,top,black,NO_MAINSTREAM,5.0,730.2,286.0,0.3842482046964189,0.0062110321949559,0.2360972480192288,9,disponible,NO_MAINSTREAM,adventurous,44,151e5c41-8dee-40d3-adb2-b0e3caa9e2a3,Nivel 2
4047,4048,Shibrahi Top knit ,blue_dark,Top,top,blue,NO_MAINSTREAM,1.2,778.6,374.0,0.4644509232264335,0.0066227193467443,0.2752093428703936,9,disponible,NO_MAINSTREAM,adventurous,44,151cfff9-c08c-4a78-b7f8-c2d18c7275c7,Nivel 2
4055,4056,Shine Tshirt colors ,khaki,Tshirt,tshirt,brown,WHOLE_SALE,8.0,2030.6666666666667,638.0,0.332106784045816,0.0172727143849501,0.174689749215383,9,proximamente,WHOLE_SALE,application,53,9b13ca2b-21a3-4ab3-94eb-49ad0b795c56,Nivel 2
4056,4057,Shine Tshirt colors ,nude,Tshirt,tshirt,brown,WHOLE_SALE,4.666666666666667,1766.6666666666667,696.6666666666666,0.373876868696746,0.0150271481024681,0.1944520083996071,9,disponible,WHOLE_SALE,application,53,3aa39368-3122-464d-9385-3b7395d83ae3,Nivel 2
4073,4074,Shquesir Sweater vneck ,black,Sweater,sweater,black,NO_MAINSTREAM,0.2,1209.6,602.6,0.5447532222809358,0.010288776421554,0.3399941888746217,9,proximamente,NO_MAINSTREAM,adventurous,42,2b1f814e-0529-44ae-ac25-95e3ddf7942b,Nivel 2
4074,4075,Shquesir Sweater vneck ,blue_dark,Sweater,sweater,blue,NO_MAINSTREAM,0.8,1112.8,576.2,0.503114921860079,0.0094654021179772,0.2789145129283537,9,disponible,NO_MAINSTREAM,adventurous,42,0a377950-3fed-4141-805e-d3b262b57272,Nivel 2
4077,4078,Shverenice Sweater knit,black,Sweater,sweater,black,NO_MAINSTREAM,41.6,8.8,4.4,0.2,7.48522094160677e-05,0.150018713052354,9,disponible,NO_MAINSTREAM,application,63,2d28d08e-8b4f-4647-8b07-46e5c08aee05,Nivel 2
4079,4080,Shverenice Sweater knit,ecru,Sweater,sweater,brown,NO_MAINSTREAM,0.6,523.6,220.0,0.4119528619528619,0.004453706460256,0.2454600145259567,9,disponible,NO_MAINSTREAM,application,63,56bd7992-5ba3-410b-9791-5d7bc07faa0a,Nivel 2
4080,4081,Shverenice Sweater knit,green_dark,Sweater,sweater,green,NO_MAINSTREAM,2.2,259.6,118.8,0.4621445221445222,0.0022081401777739,0.3471604266528351,9,proximamente,NO_MAINSTREAM,application,63,2f31d104-8786-4d3e-b222-3293664c67c4,Nivel 2
4086,4087,Side Jeans denim ,ecru,Jean,jean,brown,WHOLE_SALE,0.2,1117.2,299.2,0.2759455196076089,0.0095028282226853,0.1609674525493629,9,proximamente,WHOLE_SALE,application,false,2cbf2df3-5f82-4707-9b59-53b5840198e7,Nivel 1
4094,4095,Silver Dress nine,beige,Dress,dress,beige,MAINSTREAM,0.75,1083.25,192.5,0.1766087435775972,0.0092140518011312,0.0929113976893642,7,disponible,MAINSTREAM,detail,false,1ee6f403-675f-4803-83eb-28d4960873ab,Nivel 1
4095,4096,Silver Dress nine,khaki,Dress,dress,brown,MAINSTREAM,0.5,923.75,236.5,0.2899501440352113,0.007857355505465,0.1749973217473184,7,proximamente,MAINSTREAM,detail,false,03d01edd-8ee5-4f01-993f-6de378bf1213,Nivel 1
4096,4097,Simas Dress hippie,blue_dark,Dress,dress,blue,WHOLE_SALE,2.0,1524.3333333333333,586.6666666666666,0.3911041856068284,0.0129658770325635,0.202035031319696,7,disponible,WHOLE_SALE,application,47,2a4e2cf3-61d4-441e-8ee3-624dc604b731,Nivel 1
4110,4111,Skinny Jeans dark ,black,Jean,jean,black,PREMIUM,16.2,1086.6,435.6,0.3935977201192974,0.0092425466763067,0.2014201333978021,8,proximamente,PREMIUM,composition,38,080eba8a-8c8d-4e0b-8591-8f2025fc108c,Nivel 1
4114,4115,Slay Parka brave,blue_dark,Jacket,jacket,blue,NO_MAINSTREAM,10.0,1051.4,360.8,0.3317372524767482,0.0089431378386424,0.1812828887976203,8,disponible,NO_MAINSTREAM,closing,false,047e09b4-230d-4327-9c08-92257192816f,Nivel 3
4115,4116,Slay Parka brave,rust,Jacket,jacket,orange,NO_MAINSTREAM,13.6,492.8,167.2,0.2715512871815393,0.0041917237272997,0.1637112773063974,8,disponible,NO_MAINSTREAM,closing,false,04187d20-6559-49ec-8629-835d60c959d6,Nivel 3
4120,4121,Slim Pant woven ,black,Pant,pant,black,NO_MAINSTREAM,1.8,800.8,198.0,0.2503402445507708,0.0068115510568621,0.1285758978038165,8,proximamente,NO_MAINSTREAM,composition,false,0da11837-5034-42db-921b-485e793d8516,Nivel 1
4121,4122,Slim Pant woven ,grey,Pant,pant,gray,NO_MAINSTREAM,1.0,638.0,202.4,0.3436090225563909,0.0054267851826649,0.2136360400853279,8,proximamente,NO_MAINSTREAM,composition,false,2058e79f-2517-4658-bff3-02969da60c82,Nivel 1
4126,4127,Smilla Parka plain,black,Jacket,jacket,black,MAINSTREAM,19.6,184.8,35.2,0.1422222222222222,0.0015718963977374,0.107059640766101,9,disponible,MAINSTREAM,closing,false,0b89f641-acae-4bbb-b3da-7ca3692797d9,Nivel 3
4134,4135,Socobliss Sweater visco ,grey,Sweater,sweater,gray,MAINSTREAM,0.4,1033.6,545.6,0.5401386676592221,0.0087917322332326,0.3052210938488912,8,proximamente,MAINSTREAM,composition,47,7cc7ddfa-df91-40f3-8456-c3e634cebc51,Nivel 2
4136,4137,Socodolliea Sweater visco,blue_dark,Sweater,sweater,blue,MAINSTREAM,7.0,804.8,422.4,0.5491553962950031,0.0068455747884149,0.3405319502440207,8,disponible,MAINSTREAM,adventurous,false,14025ad0-8a0b-472b-ba2b-a1c88acbd09f,Nivel 2
4137,4138,Socodolliea Sweater visco,brown,Sweater,sweater,brown,MAINSTREAM,2.4,1112.8,440.0,0.3764274591589434,0.0094654021179772,0.2277160280466876,8,proximamente,MAINSTREAM,adventurous,false,56c97787-514b-4ced-b833-2fe0fb7f59e0,Nivel 2
4139,4140,Socodolliea Sweater visco,rust,Sweater,sweater,orange,MAINSTREAM,2.4,1170.0,475.2,0.5060188319455259,0.0099519414791817,0.3269150493625786,8,proximamente,MAINSTREAM,adventurous,false,3851d122-6cbc-4e47-8266-ac43171d6ec6,Nivel 2
4140,4141,Soconess Sweater carylic,beige,Sweater,sweater,beige,MAINSTREAM,0.4,1350.4,514.8,0.38261620266754,0.0114864117722111,0.1970513072198755,8,proximamente,MAINSTREAM,composition,false,019e32ed-f9c8-460e-8dad-48287b6b90a3,Nivel 2
4141,4142,Soconessi Sweater acrylic ,blue_dark,Sweater,sweater,blue,MAINSTREAM,20.6,242.0,88.0,0.3455417700578991,0.0020584357589418,0.2438319565365825,8,disponible,MAINSTREAM,composition,52,0c14e90f-6912-4683-95f6-522d5fade7da,Nivel 2
4142,4143,Soconessi Sweater acrylic ,grey,Sweater,sweater,gray,MAINSTREAM,8.2,862.0,272.8,0.2958671916729868,0.0073321141496193,0.1826370413936156,8,disponible,MAINSTREAM,composition,52,51a72863-d4f9-44e0-a5cd-afbbefb99f70,Nivel 2
4143,4144,Soconessi Sweater acrylic ,pink,Sweater,sweater,pink,MAINSTREAM,2.4,1332.8,457.6,0.3459730246466663,0.0113367073533789,0.1786548660000227,8,disponible,MAINSTREAM,composition,52,0dd11a04-58a3-4a6f-a8e7-6d2617d42fb2,Nivel 2
4144,4145,Soconessi Sweater acrylic ,rust,Sweater,sweater,orange,MAINSTREAM,6.8,334.4,105.6,0.2816666666666666,0.0028443839578105,0.1996856526177008,8,disponible,MAINSTREAM,composition,52,50a13295-0b07-44e7-9f86-9f64fbe00d3a,Nivel 2
4145,4146,Socopylle T-shirt cott,blue_dark,Tshirt,tshirt,blue,MAINSTREAM,14.2,391.6,220.0,0.4903846153846154,0.003330923319015,0.3089729563133106,8,disponible,MAINSTREAM,composition,43,1d751c72-35db-4602-b7b9-b7f1f625a6eb,Nivel 2
4146,4147,Socopylle T-shirt cott,garnet,Tshirt,tshirt,red,MAINSTREAM,2.0,1258.0,470.8,0.3780475921295052,0.0107004635733424,0.232501186822584,8,proximamente,MAINSTREAM,composition,43,28e8de3c-dc77-4d19-a3d3-b39fecba84c5,Nivel 2
4147,4148,Socopylle T-shirt cott,pink,Tshirt,tshirt,pink,MAINSTREAM,1.5,1160.0,423.5,0.3833292933752844,0.0098668821502998,0.2259811334239828,8,disponible,MAINSTREAM,composition,43,49fa3b38-4a29-48f7-8848-c128e74f4116,Nivel 2
4148,4149,Socopylle T-shirt cott,rust,Tshirt,tshirt,orange,MAINSTREAM,9.6,338.8,193.6,0.6819163292847503,0.0028818100625186,0.4875132474739187,8,disponible,MAINSTREAM,composition,43,1f936d2e-c330-44c5-a46f-8868607a4929,Nivel 2
4152,4153,Soft Shirt akoz ,black,Shirt,shirt,black,WHOLE_SALE,21.75,638.0,291.5,0.5047684458398743,0.0054267851826649,0.3286142503352132,8,disponible,WHOLE_SALE,sleeve,51,0eb69335-b3e8-48ce-9f04-c9ecd5e5cfb8,Nivel 2
4157,4158,Soles Scarf big,blue_klein,Foulard,foulard,blue,NO_MAINSTREAM,1.0,1891.0,440.0,0.2326811210999471,0.0160847190915663,0.1243829200957567,7,disponible,NO_MAINSTREAM,print,batiste,e74a5f45-267c-46b8-b751-a29ab992b80c,Nivel 3
4159,4160,Sonora Jacket blazer,black,Jacket,jacket,black,NO_MAINSTREAM,3.25,357.5,93.5,0.3007575757575757,0.0030408710075277,0.2152220676762951,9,disponible,NO_MAINSTREAM,adventurous,true,007cf263-ba80-41e8-9d7c-cd57d336b80a,Nivel 3
4161,4162,Sophie Bag bohck ,red,Bag,bag,red,OWN_PRODUCTION,1.0,5234.0,1407.0,0.2688192586931601,0.0445200527367839,0.156669655714972,7,disponible,OWN_PRODUCTION,detail,leather,35bbc103-23e3-4752-ab99-7065c6528e6e,Nivel 3
4162,4163,Sophie Dress tropical,orange,Dress,dress,orange,NO_MAINSTREAM,0.2,616.0,136.4,0.2348491580540262,0.0052396546591247,0.136570725130587,7,proximamente,NO_MAINSTREAM,application,true,1adb9ef1-ca25-403d-bc08-15e90f1d09d5,Nivel 1
4170,4171,Sparta Scarf sew ,ecru,Foulard,foulard,brown,OWN_PRODUCTION,1.0,4178.0,1979.0,0.4736716132120632,0.0355377876068557,0.2546047004094595,9,disponible,OWN_PRODUCTION,composition,big,58db5c71-c3a4-4a92-bfcb-bce66594c530,Nivel 3
4172,4173,Sparta Scarf sew ,mustand,Foulard,foulard,yellow,OWN_PRODUCTION,1.0,4530.0,2001.0,0.4417218543046358,0.0385318759834984,0.2401268651440671,9,disponible,OWN_PRODUCTION,composition,big,46f1a5a0-674f-4aae-91ff-13ae2c75a343,Nivel 3
4175,4176,Sporty Dress lurex ,black,Dress,dress,black,WHOLE_SALE,0.3333333333333333,1597.6666666666667,608.6666666666666,0.3939954864317969,0.0135896454443641,0.2037925659380804,7,proximamente,WHOLE_SALE,adventurous,false,5cac5c5e-b7d2-4da8-8c1b-8202629366dc,Nivel 1
4178,4179,Spot Pant leg ,blue_dark,Pant,pant,blue,MAINSTREAM,0.1428571428571428,235.7142857142857,122.57142857142856,0.3855889724310777,0.0020049698950732,0.2896929717970766,9,proximamente,MAINSTREAM,adventurous,40,20e0ce23-a412-4a41-bfc7-c9f10583bdba,Nivel 1
4184,4185,Srblaze Shirt printed ,mustand,Shirt,shirt,yellow,NO_MAINSTREAM,0.2,928.0,281.6,0.3477025838852017,0.0078935057202398,0.2203980485831354,9,proximamente,NO_MAINSTREAM,detail,54,32cfdd38-b9b0-462b-95ea-08c8fed6dfd9,Nivel 2
4196,4197,Stmela Tshirt block,grey_dark,Tshirt,tshirt,gray,MAINSTREAM,2.4285714285714284,691.2857142857143,314.2857142857143,0.4593505645734473,0.0058800298922784,0.2612502218471673,8,proximamente,MAINSTREAM,adventurous,false,0171802f-7c9a-45e4-938f-ee763283312a,Nivel 2
4201,4202,Stonprinted Shirt lace,coral,Shirt,shirt,orange,MAINSTREAM,1.0,2096.6666666666665,740.6666666666666,0.3790754586031279,0.0178341059555706,0.1984547822793493,8,proximamente,MAINSTREAM,style,false,76f1d811-d383-4615-a93e-995c8443c93b,Nivel 2
4210,4211,Street Skirt pepica ,black,Skirt,skirt,black,MAINSTREAM,0.25,1209.25,423.5,0.3647266615194753,0.0102857993450431,0.214046335905827,7,proximamente,MAINSTREAM,composition,false,05a45ab6-b4a4-49e3-8dda-7714357aa623,Nivel 1
4211,4212,Street Skirt pepica ,green_dark,Skirt,skirt,green,MAINSTREAM,2.0,858.0,368.5,0.4281519274376417,0.0072980904180666,0.2177250089278541,7,proximamente,MAINSTREAM,composition,false,45b3a382-6077-415c-93be-f7cab593a481,Nivel 1
4224,4225,Striped Tshirt tom ,yellow,Tshirt,tshirt,yellow,NO_MAINSTREAM,11.4,61.6,35.2,0.4583333333333333,0.0005239654659124,0.3438809913664781,9,disponible,NO_MAINSTREAM,application,47,40db42bd-8b21-4fb9-a43c-ef6e0bc86c9a,Nivel 2
4227,4228,Stripes Shirt office ,beige,Shirt,shirt,beige,WHOLE_SALE,24.33333333333333,667.0,227.33333333333331,0.2358078976917208,0.0056734572364224,0.1207250832537766,9,disponible,WHOLE_SALE,sleeve,57,67b8f799-9ed7-4206-91e9-336824861c64,Nivel 2
4228,4229,Stripes Shirt office ,blue,Shirt,shirt,blue,WHOLE_SALE,43.0,256.6666666666667,102.66666666666669,0.6153846153846154,0.0021831894413019,0.4336435545203036,9,disponible,WHOLE_SALE,sleeve,57,9b518788-d3b4-4591-b57b-8bee408c9ef2,Nivel 2
4234,4235,Stsakko Cardigan basic ,blue_klein,Sweater,sweater,blue,MAINSTREAM,0.1428571428571428,1778.2857142857142,886.0,0.4978350368784549,0.0151259789417404,0.2702490986052822,8,proximamente,MAINSTREAM,application,false,44feed17-d27b-454f-a8ab-55253248fbf8,Nivel 2
4239,4240,Stzmila Cardigan vneck ,blue_dark,Sweater,sweater,blue,NO_MAINSTREAM,2.4,633.6,347.6,0.4884060721062618,0.0053893590779568,0.2568509329612243,9,proximamente,NO_MAINSTREAM,alerts,50,4dd13f4b-5304-42b5-9633-e1346cf97d41,Nivel 2
4240,4241,Stzmila Cardigan vneck ,grey,Sweater,sweater,gray,NO_MAINSTREAM,0.4,1227.0,576.4,0.4939400837538009,0.0104367796538085,0.2771510055990968,9,proximamente,NO_MAINSTREAM,alerts,50,1c588da2-6f27-4e82-9f3d-82dd40dfbbc2,Nivel 2
4244,4245,Suana Jumpsuit floral ,rust,Jumpsuit,jumpsuit,orange,NO_MAINSTREAM,0.25,1039.0,313.5,0.2947913250829116,0.0088376642708289,0.1518144946768703,9,proximamente,NO_MAINSTREAM,alerts,true,5bde3cf1-1d19-4a50-be1f-daaaee0c163f,Nivel 1
4249,4250,Sul Jacket tiffo,beige,Jacket,jacket,beige,MAINSTREAM,30.8,2581.6,783.2,0.3153580604556007,0.02195891634415,0.1686584883998753,8,disponible,MAINSTREAM,detail,false,020b3457-ff90-4099-8a67-60cfe5595855,Nivel 3
4250,4251,Sul Jacket tiffo,blue_dark,Jacket,jacket,blue,MAINSTREAM,39.0,2120.0,739.2,0.3731317114859743,0.0180325777229617,0.195582144604468,8,disponible,MAINSTREAM,detail,false,13ff2c2d-a0e4-4df5-96ed-9ff03d055149,Nivel 3
4251,4252,Sul Jacket tiffo,camel,Jacket,jacket,brown,MAINSTREAM,31.2,1917.4,624.6,0.3156513767848325,0.0163092757198145,0.1659803262523235,8,disponible,MAINSTREAM,detail,false,08049047-b95c-4858-ba12-edf879c796f9,Nivel 3
4257,4258,Summ Dress rigas ,blue,Dress,dress,blue,WHOLE_SALE,0.3333333333333333,2074.6666666666665,557.3333333333334,0.2636255903831648,0.0176469754320305,0.1406362829075976,7,proximamente,WHOLE_SALE,adventurous,true,9bc4838b-be6a-4c6d-adaf-2d75a808bfcd,Nivel 1
4258,4259,Summ Dress rigas ,brown,Dress,dress,brown,WHOLE_SALE,0.3333333333333333,2111.333333333333,564.6666666666666,0.2591750372523518,0.0179588596379307,0.1385669484451413,7,proximamente,WHOLE_SALE,adventurous,true,1ba516b0-1e81-47af-b7fb-54774ad178b0,Nivel 1
4269,4270,Summ Top cerise,blue_light,Top,top,blue,WHOLE_SALE,9.0,44.0,14.666666666666666,0.4444444444444444,0.0003742610470803,0.3334268985951034,9,disponible,WHOLE_SALE,style,48,169c2abd-91df-479c-8c0d-592708241d3e,Nivel 2
